publisher,PGDR
11 bit studios,30.746475572202858
1C Entertainment,2.3272062304369436
1C Game Studios,5.067995506691967
1C-SoftClub,30.446681425547588
2D Heroes,-10.160929576511023
2K,6.926910618867461
2tainment GmbH,-3.1553293169899446
38 Studios,18.27360531115313
3909,153.848655097033
3D Avenue,-9.39214377528308
5 Lives Studios,3.871610083527639
505 Games,6.2130113056701886
89AM Studio,-7.279073738253025
8Floor,41.422414233437
@unepic_fran,27.333870950974426
A.Y.std,24.7343030678582
ACE,7.292934902705425
AGM PLAYISM,-31.325254002742454
AL-GAME,21198.404857184876
Abbey Games,17.132135602648344
Acid Wizard Studio,135.25924560602388
Activision,-18.389948194890554
Activision Value Inc.,-13.748288698463009
Adriaan de Jongh,14.66402075057924
Adult Swim Games,36.32515565169651
Aerosoft GmbH,-7.043642378393566
Afterthought LLC,41.16597636029784
Akella,3.463692736707146
Aksys Games,23.644762644594955
Alastair John Jack,71.44184771860343
Alawar Premium,-0.7927821163152378
Alda Games,-3.172469370445132
Alekseev,-609.7241509757921
Almost Human Games,16.747668352755866
Amanita Design,10.069761099623996
Amaterasu Software,1012.4841531917164
Anamik Majumdar,250.20504689626296
Anate Studio,2580.1958819179445
AndrÃƒÂ© Bertaglia,19.534842867436414
Anea_Duo_Dev,734.5871871034346
Annapurna Interactive,45.8193478077327
Another Indie,40.33852759214151
Anvil Game Studios,68.03746110581405
Apoapsis Studios,54.48239229816975
App Holdings,-3.353458160205772
Arc System Works,16.648999999838633
Ardi Studio,2549.93249332413
Armor Games Studios,2.9440710924677904
Artur Rezende,708.8882686936211
Asmodee Digital,59.13407074263582
Aspyr,-11.807052075961302
Asteristic Game Studio,1.1349067120858345
Asteroid Base,46.690230223874345
Asymmetric,36.51296141317282
Atari,3.7938001411118734
"Atari, Inc.",16.46907538447346
AtomTeam,154.90627188371298
Atomic Fabrik,4304.798018518702
AutoAttack Games,26.83023281273521
Autumn Games,16.480522252829047
Avalanche Studios,31.846579165372223
Axolot Games,150.61565990211457
BANDAI NAMCO Entertainment,12.697296034489918
Back To Basics Gaming,28018.629482672422
BadWolf Games,120.4368927444631
Badim,308.49145805790664
Bandai Namco,18.98749914579106
Bankroll Studios,200.73785215436607
Bare Mettle Entertainment,-68.55021183184712
Batterystaple Games,18.17485430847001
BattleGoat Studios,4.3792115747856215
Beam Team Pty Ltd,290.66146196246825
BeamNG,53.64993766431196
Beamdog,22.740001180032404
Beatshapers,69.10336978638193
Bedtime Digital Games,10.834180090770499
Behaviour Digital Inc.,14.028492871861324
Bennett Foddy,112.31197229782389
Berserk Games,53.14592266268071
Bethesda Softworks,43.617353104396194
Bethesda-Soft,57.47176303747985
Bethesda-Softworks,26.279824551810783
Big Ant Studios,-6.2966320456227844
Bigben Interactive,35.566547368346235
Bitbox Ltd.,14.111144889127758
Black Eye Games,5.735925981583351
Black Lime Studio,67.14368982277789
Black Maple Games,26.71566204931466
Black Shell Media,7.010447820546983
Blake Fix,-43.28958636693214
BlankMediaGames,20.19558392205
Blue Bottle Games,13.347452220917102
Blue Brain Games,95.25695463851136
Blue Isle Studios,204.5166373344944
Bohemia Interactive,9.024696068575654
Bossa Studios,7.732298343839103
Boxelware,226.592993682376
Brace Yourself Games,-1.4212403714730095
Brightrock Games,8.189422482905236
Brilliant Game Studios,-1.6706787405825736
Brilliant Skies Ltd.,189.3951199271381
"CAPCOM Co., Ltd.",23.267479128788803
"CAPCOM U.S.A., INC.",15.892344069289422
CD PROJEKT RED,69.0963787883973
CI Games,1.2981375659794214
Campfire Games,43.51854068050523
Campo Santo,-43.985196729487626
Camshaft Software,64.95651175434979
Capcom,15.81821591629534
CarX Technologies,38.35566988054676
Carpe Fulgur LLC,-8.72869991869564
Cats Who Play,20.36875751203016
Cellar Door Games,13.043630833133522
Charyb Games,516.8750014766393
"Chongqing Shangshixuan Technology Co., Ltd.,",71.15249411862612
Chubby Pixel,1217.1390123751517
Chucklefish,-5.351277543480224
Circle Five Studios,36.5082872696748
Clapfoot,-5.007536018276124
Clever Endeavour Games,130.46264603467486
Clickteam,7.093826096201866
Code Horizon,1.444399604271401
Codemasters,22.234641433733596
Code}{atch,-6.384855520109303
Coffee Stain Publishing,25.436457083923084
ColdGames,107.34015260303984
ConcernedApe,281.16056599702205
Coredumping,366.4680991984701
Crackshell,1.6740672968252526
Craneballs,82.34978642487847
Crate Entertainment,7.964448979044062
Creoteam,-26.93807185389441
Cristian Manolachi,4304.798018518702
Croteam,20.407764325719246
Crowbar Collective,56.18401380613097
Crytek,-1.4843428449764435
Curve Digital,39.758957122769615
Cyan Inc.,1.0382007974481375
Cybernetik Design,173.14610521899493
D-Games,72.65674754629548
D3 PUBLISHER,-11.594563586816934
DANGEN Entertainment,43.74515282435362
DANKIE,-76.76792657244206
DL Softworks,143.00135147232683
Daedalic Entertainment,13.748042255522744
Dan Fornace,70.43224643312747
Daniel Mullins Games,-12.803797457786397
David Mulder,218.4305573516893
David OReilly,4.221698018625316
Daybreak Game Company,-22.755549904144733
Days of Wonder,137.08925161504146
Deck13,43.74515282435362
Deep Silver,7.323136260609978
Defiant Development,15.94268748890294
Degica,11.27260296823796
DesktopPaints LLC,31.832171535852236
Devdan Games,-43.95562663157013
Devolver Digital,24.25757830023991
Digital Confectioners,-10.042159863930964
Digital Tribe,17.957341666920858
DigitalDNA Games LLC,-52.67761000662501
Digitalmindsoft,11.047244231857247
"Dingaling Productions, LLC",18.120630340296664
Dinosaur Polo Club,-1.4939598884495526
Disney Interactive,-0.7992812916990145
Displacement Studios,-70.880835695765
DistrictWare inc.,-14.850094490334518
Doborog Games,49.58859697484881
DolphinBarn,-58.97824462440743
Dominique Grieshofer,-6.05140068719363
DotEmu,-11.701635495718463
Double Damage Games,18.621455318295933
Double Fine Presents,10.885877683125166
Double Fine Productions,10.591873210577619
DoubleBear Productions,-2.2572689922169915
Dovetail Games - Fishing,3.928371935609208
Dovetail Games - Flight,8.265419578476108
Dovetail Games - TSW,32.24862188383923
Dovetail Games - Trains,2.13918536210373
Downpour Interactive,36.29600698148251
Dry Cactus,14.472585528791983
Dylan Fitterer,-5.539936283924156
Dymchick1,76.76663865891155
EarthWork Games,25.743030121626287
EcoGames,352.671214659419
Edmund McMillen,91.20544133061055
"Eek! Games, LLC",3.7244542228934736
Eggcode,4.76059631158886
Egosoft,39.01752037363054
Electronic Arts,-0.8091317660844567
Eleon Game Studios,-1.2736273408805738
Endnight Games Ltd,34.362263220589895
Entrada Interactive LLC,6.388268240653308
Eternity Studios,116.37442468771164
Eugen Systems,3.3879547249681514
EuroVideo Medien,55.16504397916388
Eversim,-25.826036841421207
Evil Tortilla Games,-58.741058913396
Excalibur Games,-24.700564132270244
Facepalm Games,-1.5640815378216244
Facepunch Studios,22.061985037052036
Failbetter Games,-1.8642854959476185
Falcon Development,-6.11299439982064
"Fatbot Games, s. r. o.",19.79877306731508
Fatshark,6.013163372509659
Fayju,106.64704380835074
Fellow Traveller,8.774015832197755
Feral Interactive,20.3416870620056
Fifth Dimension Company,-0.2301547841574442
Finji,2.369887211616466
FireFly Studios,5.4729149544623645
Fireproof Games,-3.7699045563128113
Fishing Cactus,1.2906409926979712
Fixer Games,21.748653647747087
Flamebait Games,22.323052837810906
Flazm,3.706889470676158
Flying Interactive,-1.6532539375837318
Focus Home Interactive,8.036582198738735
"Forward Global Group, Ltd.",9.381983789698834
Four Winged Studio,-131.34604136398275
Freebird Games,23.29810421758412
Freehold Games,255.8447175503252
Frictional Games,12.627549410669536
"FromSoftware, Inc",16.22910811656954
"FromSoftware, Inc.",16.12493990621344
Frontier Developments,10.868346009391743
Frozenbyte,22.891462696121714
Fruitbat Factory,38.52402819973392
Funcom,33.595298812582975
GSC Game World,16.033263732134944
GSC World Publishing,11.694159923387947
Gaddy Games,28.91536475226319
Galactic Cafe,-15.356712786043284
Game Grumps,20.77999901595993
Game-Labs,38.441493676358846
GamersHype Productions,1254.8621872468543
Games Operators,5.438665556596965
Gamious,221.41242418083863
"Gaslamp Games, Inc.",9.820370297579364
Gearbox Publishing,5.219232115213339
Gears for Breakfast,51.68320636182058
Giant Army,-2.114866501696404
Giant Fox Studios,51.08541775390874
Giants Software,-0.40508350092777246
Ginormocorp Holdings Ltd,-6.10776441881233
Goldhawk Interactive,-10.692294400732688
Good Shepherd Entertainment,-8.446779172981849
Google,-41.54419872461949
Greenheart Games,22.00795307282209
Greens s.r.o.,-49.88351433203846
Grey Box,7.670769151095065
GrizzlyGames,1.3763099342705458
Grunge Games LTD,9.240952342006151
Gun Media,1.9770227504802336
Guy Godin,-10.983627051125891
"H2 Interactive Co., Ltd.",-0.09291408505826937
HCPGames,-83.81495262977343
HFM Games,12.874636124845924
Halfbrick Studios Pty Ltd,-10.041216035213854
Handelabra Games Inc.,-2.21388275445061
Headup,11.95711231298978
Heart Machine,2.95087597214083
Hello Games,208.01007087628716
Hidden Path Entertainment,-2.7449601396860763
Hinterland Studio Inc.,26.73856456424972
Hollowings,47.91975771674411
Holotech Studios,24.71102528033273
Housemarque,-6.041069635612149
Hovgaard Games,26.32872516755188
HuniePot,-4.716549954462876
HypeTrain Digital,70.78198677611992
I-Illusions,-1.942559946116014
"IDEA FACTORY Co., Ltd.",-1.892239560178556
IMGN.PRO,-35.023716525880914
INDIECN,-0.1361551954990279
IPACS,47.80909088957598
IR Studio,40.21400816769851
IceTorch Interactive,1720.0955887154596
Iceberg Interactive,6.816300095093007
Iceflake Studios,236.41962227162475
Idea Cabin,191.47594053449103
Idea Factory,9.589230784768205
Idea Factory International,9.378972626212411
"Idea Factory International, Inc.",-1.892239560178556
Igara Studio,63.47459915675421
Illwinter Game Design,-3.258160306980777
Image & Form Games,15.393433250252016
ImageCode,-13.748288698463009
Imperium42Ã‚Â® Game Studio,1.9890573000046008
Indie Voyage,16.664515390852703
IndieGala,1.1644812451161028
Infernal Dream,2289.092826566097
Infinite Dreams,28.171980588496485
Introversion Software,17.07984957168611
Io-Interactive A/S,-1.6210942670377744
Ionized Games,128.9107791321508
Ironhide Game Studio,16.903786397006154
Isokron,-9.149358913823749
JDRumble,343.1195838588618
JForce Games,-6.985328101054277
JIW-Games,11.828812991576427
"Jackbox Games, Inc.",48.12892665692762
Joey Drew Studios Inc.,0.8495086142988924
"Jundroo, LLC",5.614129057639879
K Bros Games,11.27510073184827
KHB-Soft,175.95950357729657
KISS ltd,42.313456691117125
"KOEI TECMO GAMES CO., LTD.",66.29354275117399
Kakao Games Europe B.V.,19.05946503134338
Kalypso Media Digital,1.689239258772139
Kasedo Games,-11.67223726539945
Keen Software House,24.72270383747445
KillHouse Games,11.536728988350315
Killerfish Games,4.022570202267131
Killmonday Games AB,-24.17399347448704
KishMish Games,324.37038445062876
Klabater,6.085428147133282
Klei Entertainment,30.235953811341695
Knuckle Cracker,6.0063261959211625
Koga Tech Limited,16.681676647026926
Konami Digital Entertainment,3.5826085012518476
"Konami Digital Entertainment, Inc.",24.023859989873937
KrupinskiArt,941.5209798784276
Kunos Simulazioni,8.918866089717973
LAN - GAMES EOOD,685.063870376015
LVGameDev LLC,51.78537341721117
Laminar Research,31.298511766443152
Landfall,71.90134120652205
Lantana Games,140.0484669499329
Lapovich Team,194.316314226674
Larian Studios,21.484988184080972
Last Level,37.82079675290033
Lavaboots Studios,16.14172083270672
Leafy Games,-7.878538357264413
League of Geeks,14.519123750468973
Lighthouse Games Studio,8.544408796775427
Lince Works,64.50228459486546
"Lion Shield, LLC",22.358087413000096
Lo-Fi Games,34.22591474225893
Loiste Interactive,19.881876128262004
LongYou Tech Ltd,-2.2276641031394475
LuGus Studios,66.89420655301514
LucasArts,-0.7992812916990145
Lucasfilm,-0.7992812916990145
Ludeon Studios,72.39809176663022
Lukas Rustemeyer,27.66485057892487
M2H,-1.0405795469650494
MAGIX Software GmbH,6.567009587356747
Mad Data GmbH & Co. KG,21.824752546413208
Madruga Works,27.492258562637048
Magicbane,290.16628420857546
MangaGamer,23.118509365881074
Marco Tancredi,-62.58703768745541
Marvelous,5.446367197988196
"Marvelous USA, Inc.",20.226180303842064
Mastfire Studios Pty Ltd,80.57833524075349
Matt Roszak,26.03711403765788
Matthew Brown,5.230141729466659
Mayflower Entertainment,43.74515282435362
Mega Crit Games,93.5562572797404
Merge Games,-14.84355505425034
Meridian4,35.60644887445957
Merlin Beer,-212.0639984238336
Microblast Games,12368.254890601069
Microids,30.377056330126027
Microids Indie,57.69923619236598
Microsoft Studios,13.908547301050334
Might and Delight,-24.36204396062496
Milestone S.r.l.,-7.507027182388402
MinMax Games Ltd.,71.76208057648645
Mirillis,13.544471568858487
Missing Link Games,5.874127792435963
"Monochrome, Inc",61.37292150284646
Monomi Park,32.34693841321035
Moonlight Mouse,7.81699432191968
Mossmouth,16.636424213164243
Motion Twin,62.72758761947056
MuHa Games,-0.8439298954709548
Muse Games,11.41167729098242
N3V Games,0.2093687354899188
NEXT Studios,105.8832079378248
NEZOS GAMES,-418.5913308287796
"NIS America, Inc.",19.77624400910152
NVLMaker,76.65718926306454
Natsume Inc.,-7.244447228347431
Ndemic Creations,265.2932906891721
NedoStudio,14320.159138551157
Neko Climax Studios,-15.716760691385172
NeocoreGames,66.83403126425345
Neon Green Pin Games,1020.0192697801818
Netcore Games,43.79266866825838
New Reality Games,3323.0724028580007
New World Interactive,-8.4911297521694
New Worlds Games,5855.99611713388
NewRealityGames,8292.392767458696
"Nicalis, Inc.",21.074051536476254
Night School Studio,9.110715098605468
Nightdive Studios,3.196010155665552
Ninja Kiwi,-8.589912179675956
Ninja Theory,174.84385999701348
Nival,5.871195465579052
Northway Games,24.70556073220496
Nuke Nine,86.5322103647002
Numantian Games,-35.210599124757096
Nuno Donato,-89.0151363218247
Oddworld Inhabitants,17.141140742925447
"Oddworld Inhabitants, Inc.",17.092337190876812
Offworld Industries,39.50103492018589
OoveeÃ‚Â® Game Studios,-28.8220295553873
Osumia Games,12.863336623427214
Overhype Studios,58.91602926519496
Owlchemy Labs,15.961353423288818
PQube Limited,95.42166504788251
PSY LABS,-19.802076827229648
Paleno Games,133.37776682202627
PanGuoJun,114.19355252834843
Panic,-43.985196729487626
Panic Art Studios,136.03883742875428
Panoramik Inc,49.10348673171749
Paradise Project,19.392657179445767
Paradox Interactive,5.703702651018249
Patagoniart,151.33010587152205
PatchNoteStudio,-78.86140272503911
Payload Studios,61.62769367985096
Perfuse Entertainment,28.574668921143083
Permadeath,-123.83536517810808
Perun Creative,260.832807042277
Phanom Games,-57.6107964777083
Pixel Gangsta Studio,4.373682331809286
PixelTail Games,22.2118631467323
Planetary Annihilation Inc,10.73167716207307
"PlayStation Mobile, Inc.",39.34546832818305
PlayWay S.A.,2.551407064225077
Playdead,26.551649062456313
Plug In Digital,4.042333513863578
Pocketwatch Games,20.7177445795815
Polygon Art,398.4298733881555
"PopCap Games, Inc.",27.042675545372532
Positech Games,10.01236846951155
Powerhoof,69.53504275563034
Prideful Sloth,-4.362333350687834
Private Division,7.095748097029277
ProGames Studio,27.128954903098137
Project Moon,101.44842897291062
Proximity Games,168.9748367239615
PsychoFlux Entertainment,-106.52465775265692
"Psyonix, Inc.",16.55379094715864
RCTO Productions,-11.806169399394776
REX PEX GAMES,40.73721094839858
ROCKFISH Games,7.686319268077674
Raconteur Games,41.22007892020542
Rain Games,-3.4772285352686634
Raiser Games,5.332495795859616
Rake in Grass,-6.282123116130827
Raw Fury,-9.079823332618162
Re-Logic,96.72263423494373
Rebellion,1.1298385969315894
Red Barrels,17.019404647501496
Red Hook Studios,25.772250469993693
Red Thread Games,-2.279849209727223
RedCandleGames,4.811809984786324
Reiza,13.236155346303423
Remedy Entertainment,17.316877424841657
Retrific,298.19716394969663
Retroism,3.196010155665552
Reverb Triple XP,30.86361979066254
Revolution Software Ltd,49.317132102963924
Rising Star Games,-2.1531242279108005
RobTop Games,14.665315322256795
Robot Entertainment,-1.0584476453745046
Robot Gentleman,129.98063045406008
Robotronic Games,-5.061879357840686
Rocketcat Games,-2.090903842829577
Rockstar Games,23.37251010840828
Rok Entertainment,82.91669398169336
Rooster Teeth Games,43.18526792106996
RuneStorm,-1.220128714910274
Runic Games,47.15649881436698
Running With Scissors,-0.0175882847729297
Rutony Studio,7.130347355962601
S.C. 16 BIT NIGHTS S.R.L.,1.4718409942035582
SCS Software,0.5668183154025694
SEGA,13.190217334903629
SGTTB_Studios,-57.6107964777083
SNK CORPORATION,12.20481418730497
SQUARE ENIX,35.88154843345138
STUDIOARTDINK,16.87715312001462
SUPERHOT Team,57.48083456685291
SakuraGame,37.70913904941353
Sauropod Studio,32.217772410755444
"Schine, GmbH",39.07955511006956
Scott Cawthon,-2.170677264733726
Screaming Bee,23.578026773811825
Screeps,19.388483371303117
Secret Exit Ltd.,-19.76092080795058
Sekai Project,36.890482618643205
SharF Co.,654.3823585453581
Shining Rock Software LLC,0.5011546586637472
Shiro Games,44.10406678153521
Shiver Games,6.8959465753658735
Silver Dollar Games,-11.44495465827581
SimBin,-33.38891791099696
Sixteen Tons Entertainment,30.962652271170917
SixtyGig Games,31.91731644497326
Ska Studios,39.94569292411397
Skybound Games,240.69031219164685
Slightly Mad Studios,-20.28851425612824
Slikey Games,-24.73465132837841
Slitherine Ltd.,18.134110561950916
SmashGames,2.361982753416511
"SmiteWorks USA, LLC",22.12695030676444
Snail Games USA,31.892069166774284
Snowbird Games,-2.361341556182941
Solecismic Software,-38.02099667755683
Sometimes You,866.0716836190641
South East Games,42.52413579729331
Space Boat Studios,4.021910753062843
Sparpweed,31.4434422992695
Spiderling Studios,238.65014460393235
"Spike Chunsoft Co., Ltd.",50.295872576662454
Split Polygon,19.822521771195373
Square Enix,20.054606252388012
StalkerAlex.,55.95611454854303
Star Drifters,44.2113109383222
Starbreeze Publishing AB,24.426871274792283
Stardock Entertainment,1.7118124041179372
"StartupTim, LLC",8.058299362949263
Steel Crate Games,16.38959660769556
SteelRaven7,51.03339806850621
Stegersaurus Software Inc.,13.19724421073568
Step 1 Games LLC,21.60399174258424
Strategy First,5.098048354075139
Stray Fawn Studio,4.193240409190441
Studio 397,-14.864551791598965
Studio MDHR Entertainment Inc.,46.65074850127785
Studio Wildcard,13.679152213562832
Stygian Software,140.9672765825575
Subset Games,16.8008812046955
Suncrash,58.39051290616098
Supergiant Games,30.63639898471757
Survios,-9.159335031822827
Suspicious Developments,-13.327190871194693
Synnergy Circle Games,54.34174907927899
System Era Softworks,55.47624747979792
THQ Nordic,19.157816791405814
TPP Studio,5.273030190747097
TT Games,22.416979879406867
TaleWorlds Entertainment,16.822275279353466
Tasharen Entertainment Inc.,3315.4609553569576
Team Cherry,49.79700876969947
Team Reptile,-10.093460073072023
Team17 Digital Ltd,17.718206953977152
Techland Publishing,10.592974184435706
Telltale Games,30.03866108154889
Tequila Works,-4.220908220709809
Tero Lunkka,305.92324986299
Terrible Toybox,65.52571440289654
Texel Raptor,-18.827756707659603
The Behemoth,19.047135176836647
The Drone Racing League,51.44477993828771
The Fun Pimps Entertainment LLC,48.27593015926045
The Game Bakers,-1.720150859195817
The Indie Stone,105.52711956172894
The Irregular Corporation,36.43272068895289
The Light Sword Team,-43.87175895550715
The Merchant Guild of Rund (Limited),44.327048467453565
The Quadsphere,-35.45455660392309
The Yogscast,95.45522585275296
"Thekla, Inc.",66.10461158605158
Thomas Biskup,71.91420664870817
Thorngames,10121.339457394892
Those Awesome Guys,82.6760255086189
Thunder Lotus Games,2.087490447535749
Tim Sullivan,8.058299362949263
Tomorrow Corporation,76.603560524928
Toplitz Productions,9.986847138909678
Topware Interactive,-0.6222935891154765
Topware Interactive ACE,86.39623514238771
"Topware Interactive, ACE",18.223286823720382
Torn Banner Studios,3.575938307639511
Trapdoor,14.548717441939548
Trendy Entertainment,-0.1075081125256477
Trese Brothers,56.293324153727085
Triple.B.Titles,1.1684129772646783
Tripwire Interactive,9.468535497334498
TrisPix Studio,-30.51285809801684
Tyler Glaiel,91.20544133061055
U-Play Online,5.332495795859616
UL,7.4751814367838145
Ubisoft,21.94636426104293
Ubisoft Entertainment,32.08066978106382
Ultimate Games S.A.,10.432757611719838
Ultra Runaway Games,-14.159259252800592
Unknown Worlds Entertainment,14.881007302418602
Valve,19.633967764891473
VaragtP,3.233481703392473
Versus Evil,2.8807071700796154
Vertigo Games,9.592497220612524
Vertigo Gaming Inc.,5.038088167750407
VladCastillo,144.13927240688923
Vlambeer,112.77037170952688
VoiceAttack.com,-4.144214582329989
WB Games,29.924913511457696
WOLCEN Studio,6991.807182156593
Wargaming Labs,15.68334857448415
Wargaming.net,13.375985915993548
Warner Bros. Interactive,39.90837638438942
Warner Bros. Interactive Entertainment,27.794721724290678
WeirdBeard,64.12066668505973
Wenkly Studio Sp. z o.o.,52.01700491748957
WhisperGames,43.74515282435362
White Dog,320.62503203725066
White Rabbit Games,-50.85734105144102
Winged Cloud,36.59726421375517
Wolfire Games,-11.382191696793877
X.D. Network Inc.,88.03754261454054
XSEED Games,20.226180303842064
Xbox Game Studios,19.31070077943253
Yacht Club Games,-105.72010331329008
YoYo Games Ltd.,52.18975549712293
Young Horses,3.759970505141133
Ysbryd Games,-67.46231799027123
Zachtronics,43.991875730131035
Zenz VR,-27.999631465709548
Zillion Whales,-10.132329259629598
astragon Entertainment,-14.860361950523039
azimut team,53.2642094609288
davevillz,-8.785801407787908
eigoMANGA,-11.78334593676642
encurio,82.91669398169336
iRacing,-53.198232549054666
iRacing.com Motorsport Simulations,-53.198232549054666
inXile Entertainment,-2.24688763859184
kChamp Games,-13.74087784598732
raptor lab,-15.38434756781247
tinyBuild,48.7002911843688
tobyfox,2.0087391615831733
